"ring_diagonalLength [mm]","w [mm]","Freq [GHz]","re(S(FloquetPort1:1,FloquetPort1:1)) []","im(S(FloquetPort1:1,FloquetPort1:1)) []"
0.3,0.1,26.39,-0.867163506504898,0.497402522441614
0.3,0.1,26.4,-0.867048183257909,0.497603282910776
0.3,0.1,26.41,-0.866932791911041,0.497804054259902
0.3,0.1,26.42,-0.86681733243106,0.498004836484176
0.3,0.1,26.43,-0.866701804784718,0.498205629578779
0.3,0.1,26.44,-0.866586208938758,0.498406433538889
0.3,0.1,26.45,-0.866470544859914,0.498607248359677
0.3,0.1,26.46,-0.866354812514904,0.498808074036314
0.3,0.1,26.47,-0.866239011870436,0.499008910563966
0.3,0.1,26.48,-0.866123142893211,0.499209757937793
0.3,0.1,26.49,-0.866007205549913,0.499410616152955
0.3,0.1,26.5,-0.865891199807217,0.499611485204605
0.3,0.1,26.51,-0.865775125631785,0.499812365087893
0.3,0.1,26.52,-0.86565898299027,0.500013255797963
0.3,0.1,26.53,-0.865542771849311,0.50021415732996
0.3,0.1,26.54,-0.865426492175535,0.500415069679019
0.3,0.1,26.55,-0.86531014393556,0.500615992840275
0.3,0.1,26.56,-0.865193727095988,0.500816926808855
0.3,0.1,26.57,-0.86507724162341,0.501017871579887
0.3,0.1,26.58,-0.86496068748441,0.501218827148488
0.3,0.1,26.59,-0.864844064645553,0.501419793509778
0.3,0.1,26.6,-0.864727373073394,0.501620770658864
0.3,0.1,26.61,-0.864610612734477,0.501821758590856
0.3,0.1,26.62,-0.864493783595332,0.502022757300857
0.3,0.1,26.63,-0.86437688562248,0.502223766783963
0.3,0.1,26.64,-0.864259918782426,0.502424787035267
0.3,0.1,26.65,-0.86414288304166,0.502625818049859
0.3,0.1,26.66,-0.864025778366667,0.502826859822822
0.3,0.1,26.67,-0.863908604723913,0.503027912349235
0.3,0.1,26.68,-0.863791362079854,0.503228975624172
0.3,0.1,26.69,-0.86367405040093,0.503430049642701
0.3,0.1,26.7,-0.863556669653575,0.503631134399887
0.3,0.1,26.71,-0.8634392198042,0.503832229890788
0.3,0.1,26.72,-0.863321700819213,0.504033336110458
0.3,0.1,26.73,-0.863204112665001,0.504234453053946
0.3,0.1,26.74,-0.863086455307942,0.504435580716296
0.3,0.1,26.75,-0.862968728714401,0.504636719092544
0.3,0.1,26.76,-0.862850932850726,0.504837868177723
0.3,0.1,26.77,-0.862733067683255,0.505039027966862
0.3,0.1,26.78,-0.862615133178311,0.505240198454981
0.3,0.1,26.79,-0.862497129302205,0.505441379637096
0.3,0.1,26.8,-0.862379056021232,0.505642571508219
0.3,0.1,26.81,-0.862260913301673,0.505843774063353
0.3,0.1,26.82,-0.862142701109801,0.506044987297499
0.3,0.1,26.83,-0.862024419411865,0.506246211205647
0.3,0.1,26.84,-0.86190606817411,0.506447445782788
0.3,0.1,26.85,-0.861787647362761,0.506648691023903
0.3,0.1,26.86,-0.861669156944032,0.506849946923965
0.3,0.1,26.87,-0.861550596884118,0.507051213477947
0.3,0.1,26.88,-0.861431967149209,0.507252490680807
0.3,0.1,26.89,-0.861313267705469,0.507453778527508
0.3,0.1,26.9,-0.861194498519057,0.507655077012996
0.3,0.1,26.91,-0.861075659556113,0.507856386132217
0.3,0.1,26.92,-0.860956750782763,0.508057705880111
0.3,0.1,26.93,-0.86083777216512,0.508259036251607
0.3,0.1,26.94,-0.86071872366928,0.508460377241631
0.3,0.1,26.95,-0.860599605261326,0.508661728845102
0.3,0.1,26.96,-0.860480416907326,0.508863091056931
0.3,0.1,26.97,-0.860361158573332,0.509064463872021
0.3,0.1,26.98,-0.860241830225381,0.509265847285272
0.3,0.1,26.99,-0.860122431829498,0.509467241291578
0.3,0.1,27,-0.860002963351687,0.509668645885817
0.3,0.1,27.01,-0.859883424757943,0.509870061062871
0.3,0.1,27.02,-0.85976381601424,0.510071486817609
0.3,0.1,27.03,-0.859644137086543,0.510272923144892
0.3,0.1,27.04,-0.859524387940796,0.51047437003958
0.3,0.1,27.05,-0.85940456854293,0.510675827496515
0.3,0.1,27.06,-0.85928467885886,0.510877295510541
0.3,0.1,27.07,-0.859164718854484,0.511078774076493
0.3,0.1,27.08,-0.859044688495686,0.511280263189194
0.3,0.1,27.09,-0.858924587748336,0.511481762843462
0.3,0.1,27.1,-0.858804416578283,0.511683273034108
0.3,0.1,27.11,-0.858684174951364,0.511884793755936
0.3,0.1,27.12,-0.858563862833398,0.512086325003739
0.3,0.1,27.13,-0.858443480190188,0.512287866772304
0.3,0.1,27.14,-0.858323026987523,0.512489419056409
0.3,0.1,27.15,-0.858202503191173,0.512690981850824
0.3,0.1,27.16,-0.858081908766892,0.512892555150314
0.3,0.1,27.17,-0.85796124368042,0.513094138949629
0.3,0.1,27.18,-0.857840507897477,0.513295733243518
0.3,0.1,27.19,-0.857719701383768,0.513497338026715
0.3,0.1,27.2,-0.857598824104982,0.513698953293952
0.3,0.1,27.21,-0.85747787602679,0.513900579039946
0.3,0.1,27.22,-0.857356857114847,0.514102215259409
0.3,0.1,27.23,-0.857235767334791,0.514303861947044
0.3,0.1,27.24,-0.857114606652243,0.514505519097543
0.3,0.1,27.25,-0.856993375032806,0.514707186705591
0.3,0.1,27.26,-0.856872072442067,0.514908864765864
0.3,0.1,27.27,-0.856750698845595,0.515110553273028
0.3,0.1,27.28,-0.856629254208941,0.515312252221741
0.3,0.1,27.29,-0.856507738497643,0.515513961606649
0.3,0.1,27.3,-0.856386151677213,0.515715681422391
0.3,0.1,27.31,-0.856264493713155,0.515917411663595
0.3,0.1,27.32,-0.856142764570948,0.516119152324882
0.3,0.1,27.33,-0.856020964216058,0.516320903400859
0.3,0.1,27.34,-0.85589909261393,0.51652266488613
0.3,0.1,27.35,-0.855777149729995,0.516724436775278
0.3,0.1,27.36,-0.855655135529659,0.516926219062889
0.3,0.1,27.37,-0.855533049978319,0.51712801174353
0.3,0.1,27.38,-0.855410893041347,0.517329814811762
0.3,0.1,27.39,-0.855288664684101,0.517531628262132
0.3,0.1,27.4,-0.855166364871916,0.51773345208918
0.3,0.1,27.41,-0.855043993570114,0.517935286287436
0.3,0.1,27.42,-0.854921550743995,0.518137130851418
0.3,0.1,27.43,-0.854799036358842,0.518338985775631
0.3,0.1,27.44,-0.854676450379918,0.518540851054573
0.3,0.1,27.45,-0.854553792772472,0.518742726682732
0.3,0.1,27.46,-0.854431063501726,0.51894461265458
0.3,0.1,27.47,-0.85430826253289,0.519146508964582
0.3,0.1,27.48,-0.854185389831153,0.51934841560719
0.3,0.1,27.49,-0.854062445361685,0.519550332576848
0.3,0.1,27.5,-0.853939429089635,0.519752259867982
0.3,0.1,27.51,-0.853816340980135,0.519954197475015
0.3,0.1,27.52,-0.853693180998299,0.520156145392352
0.3,0.1,27.53,-0.853569949109219,0.520358103614389
0.3,0.1,27.54,-0.853446645277969,0.520560072135512
0.3,0.1,27.55,-0.853323269469602,0.520762050950089
0.3,0.1,27.56,-0.853199821649153,0.520964040052482
0.3,0.1,27.57,-0.853076301781638,0.521166039437039
0.3,0.1,27.58,-0.852952709832052,0.521368049098097
0.3,0.1,27.59,-0.852829045765367,0.521570069029979
0.3,0.1,27.6,-0.852705309546544,0.521772099226995
0.3,0.1,27.61,-0.852581501140514,0.521974139683445
0.3,0.1,27.62,-0.852457620512195,0.522176190393615
0.3,0.1,27.63,-0.852333667626481,0.522378251351779
0.3,0.1,27.64,-0.852209642448247,0.522580322552196
0.3,0.1,27.65,-0.852085544942349,0.522782403989117
0.3,0.1,27.66,-0.85196137507362,0.522984495656772
0.3,0.1,27.67,-0.851837132806874,0.523186597549386
0.3,0.1,27.68,-0.851712818106906,0.523388709661168
0.3,0.1,27.69,-0.851588430938487,0.52359083198631
0.3,0.1,27.7,-0.851463971266371,0.523792964518996
0.3,0.1,27.71,-0.851339439055287,0.523995107253394
0.3,0.1,27.72,-0.851214834269946,0.524197260183656
0.3,0.1,27.73,-0.851090156875039,0.524399423303926
0.3,0.1,27.74,-0.850965406835231,0.524601596608326
0.3,0.1,27.75,-0.850840584115173,0.52480378009097
0.3,0.1,27.76,-0.850715688679489,0.525005973745959
0.3,0.1,27.77,-0.850590720492784,0.525208177567375
0.3,0.1,27.78,-0.850465679519642,0.525410391549288
0.3,0.1,27.79,-0.850340565724623,0.525612615685752
0.3,0.1,27.8,-0.85021537907227,0.525814849970809
0.3,0.1,27.81,-0.8500901195271,0.526017094398485
0.3,0.1,27.82,-0.849964787053611,0.526219348962789
0.3,0.1,27.83,-0.849839381616278,0.526421613657718
0.3,0.1,27.84,-0.849713903179554,0.526623888477252
0.3,0.1,27.85,-0.849588351707871,0.526826173415357
0.3,0.1,27.86,-0.849462727165639,0.527028468465984
0.3,0.1,27.87,-0.849337029517244,0.527230773623066
0.3,0.1,27.88,-0.849211258727051,0.527433088880523
0.3,0.1,27.89,-0.849085414759406,0.527635414232258
0.3,0.1,27.9,-0.848959497578626,0.527837749672159
0.3,0.1,27.91,-0.848833507149009,0.528040095194098
0.3,0.1,27.92,-0.848707443434834,0.528242450791927
0.3,0.1,27.93,-0.84858130640035,0.52844481645949
0.3,0.1,27.94,-0.84845509600979,0.528647192190606
0.3,0.1,27.95,-0.848328812227359,0.528849577979083
0.3,0.1,27.96,-0.848202455017244,0.52905197381871
0.3,0.1,27.97,-0.848076024343607,0.52925437970326
0.3,0.1,27.98,-0.847949520170584,0.52945679562649
0.3,0.1,27.99,-0.847822942462291,0.529659221582139
0.3,0.1,28,-0.847696291182823,0.529861657563925
0.3,0.1,28.01,-0.847569566296247,0.530064103565558
0.3,0.1,28.02,-0.847442767766608,0.530266559580721
0.3,0.1,28.03,-0.84731589555793,0.530469025603087
0.3,0.1,28.04,-0.847188949634211,0.530671501626305
0.3,0.1,28.05,-0.847061929959428,0.530873987644011
0.3,0.1,28.06,-0.846934836497527,0.53107648364982
0.3,0.1,28.07,-0.846807669212443,0.531278989637331
0.3,0.1,28.08,-0.846680428068074,0.531481505600123
0.3,0.1,28.09,-0.846553113028303,0.531684031531759
0.3,0.1,28.1,-0.846425724056985,0.53188656742578
0.3,0.1,28.11,-0.846298261117952,0.532089113275713
0.3,0.1,28.12,-0.846170724175013,0.53229166907506
0.3,0.1,28.13,-0.846043113191949,0.532494234817311
0.3,0.1,28.14,-0.84591542813252,0.532696810495931
0.3,0.1,28.15,-0.845787668960459,0.532899396104373
0.3,0.1,28.16,-0.845659835639479,0.533101991636061
0.3,0.1,28.17,-0.845531928133265,0.533304597084407
0.3,0.1,28.18,-0.845403946405476,0.5335072124428
0.3,0.1,28.19,-0.84527589041975,0.533709837704612
0.3,0.1,28.2,-0.845147760139696,0.533912472863192
0.3,0.1,28.21,-0.845019555528902,0.53411511791187
0.3,0.1,28.22,-0.844891276550929,0.534317772843956
0.3,0.1,28.23,-0.844762923169312,0.534520437652743
0.3,0.1,28.24,-0.844634495347563,0.534723112331496
0.3,0.1,28.25,-0.844505993049167,0.534925796873466
0.3,0.1,28.26,-0.844377416237587,0.535128491271879
0.3,0.1,28.27,-0.844248764876254,0.535331195519943
0.3,0.1,28.28,-0.84412003892858,0.535533909610844
0.3,0.1,28.29,-0.843991238357948,0.535736633537747
0.3,0.1,28.3,-0.843862363127718,0.535939367293796
0.3,0.1,28.31,-0.84373341320122,0.536142110872109
0.3,0.1,28.32,-0.843604388541761,0.53634486426579
0.3,0.1,28.33,-0.843475289112624,0.536547627467913
0.3,0.1,28.34,-0.843346114877061,0.536750400471538
0.3,0.1,28.35,-0.843216865798302,0.536953183269696
0.3,0.1,28.36,-0.84308754183955,0.537155975855402
0.3,0.1,28.37,-0.842958142963979,0.537358778221642
0.3,0.1,28.38,-0.842828669134742,0.537561590361384
0.3,0.1,28.39,-0.84269912031496,0.537764412267571
0.3,0.1,28.4,-0.842569496467731,0.537967243933124
0.3,0.1,28.41,-0.842439797556125,0.538170085350942
0.3,0.1,28.42,-0.842310023543187,0.538372936513897
0.3,0.1,28.43,-0.842180174391933,0.538575797414843
0.3,0.1,28.44,-0.842050250065353,0.538778668046606
0.3,0.1,28.45,-0.841920250526411,0.538981548401989
0.3,0.1,28.46,-0.841790175738043,0.539184438473775
0.3,0.1,28.47,-0.84166002566316,0.539387338254715
0.3,0.1,28.48,-0.84152980026464,0.539590247737546
0.3,0.1,28.49,-0.841399499505342,0.539793166914971
0.3,0.1,28.5,-0.841269123348093,0.539996095779674
0.3,0.1,28.51,-0.841138671755691,0.540199034324314
0.3,0.1,28.52,-0.841008144690912,0.540401982541523
0.3,0.1,28.53,-0.840877542116499,0.54060494042391
0.3,0.1,28.54,-0.840746863995169,0.540807907964057
0.3,0.1,28.55,-0.840616110289615,0.541010885154522
0.3,0.1,28.56,-0.840485280962496,0.541213871987835
0.3,0.1,28.57,-0.840354375976449,0.541416868456505
0.3,0.1,28.58,-0.840223395294077,0.541619874553012
0.3,0.1,28.59,-0.840092338877962,0.541822890269809
0.3,0.1,28.6,-0.83996120669065,0.542025915599325
0.3,0.1,28.61,-0.839829998694666,0.542228950533959
0.3,0.1,28.62,-0.839698714852503,0.54243199506609
0.3,0.1,28.63,-0.839567355126626,0.542635049188066
0.3,0.1,28.64,-0.839435919479473,0.542838112892205
0.3,0.1,28.65,-0.839304407873451,0.543041186170803
0.3,0.1,28.66,-0.839172820270941,0.543244269016128
0.3,0.1,28.67,-0.839041156634291,0.543447361420422
0.3,0.1,28.68,-0.838909416925828,0.543650463375889
0.3,0.1,28.69,-0.838777601107843,0.543853574874722
0.3,0.1,28.7,-0.838645709142602,0.544056695909071
0.3,0.1,28.71,-0.838513740992338,0.544259826471067
0.3,0.1,28.72,-0.83838169661926,0.54446296655281
0.3,0.1,28.73,-0.838249575985545,0.544666116146371
0.3,0.1,28.74,-0.83811737905334,0.544869275243793
0.3,0.1,28.75,-0.837985105784767,0.545072443837086
0.3,0.1,28.76,-0.837852756141911,0.545275621918238
0.3,0.1,28.77,-0.837720330086836,0.545478809479206
0.3,0.1,28.78,-0.83758782758157,0.545682006511911
0.3,0.1,28.79,-0.837455248588116,0.545885213008253
0.3,0.1,28.8,-0.837322593068444,0.546088428960099
0.3,0.1,28.81,-0.837189860984494,0.546291654359283
0.3,0.1,28.82,-0.837057052298181,0.546494889197613
0.3,0.1,28.83,-0.836924166971384,0.546698133466864
0.3,0.1,28.84,-0.836791204965955,0.546901387158782
0.3,0.1,28.85,-0.836658166243717,0.547104650265083
0.3,0.1,28.86,-0.83652505076646,0.547307922777448
0.3,0.1,28.87,-0.836391858495946,0.547511204687535
0.3,0.1,28.88,-0.836258589393904,0.547714495986959
0.3,0.1,28.89,-0.836125243422037,0.547917796667315
0.3,0.1,28.9,-0.835991820542013,0.548121106720159
0.3,0.1,28.91,-0.835858320715472,0.548324426137018
0.3,0.1,28.92,-0.835724743904024,0.548527754909386
0.3,0.1,28.93,-0.835591090069244,0.548731093028726
0.3,0.1,28.94,-0.835457359172683,0.548934440486468
0.3,0.1,28.95,-0.835323551175855,0.549137797274007
0.3,0.1,28.96,-0.835189666040247,0.549341163382708
0.3,0.1,28.97,-0.835055703727311,0.549544538803905
0.3,0.1,28.98,-0.834921664198474,0.549747923528893
0.3,0.1,28.99,-0.834787547415126,0.549951317548935
0.3,0.1,29,-0.834653353338627,0.550154720855265
0.3,0.1,29.01,-0.83451908193031,0.550358133439079
0.3,0.1,29.02,-0.834384733151471,0.55056155529154
0.3,0.1,29.03,-0.834250306963378,0.550764986403776
0.3,0.1,29.04,-0.834115803327266,0.550968426766882
0.3,0.1,29.05,-0.833981222204337,0.551171876371918
0.3,0.1,29.06,-0.833846563555766,0.551375335209909
0.3,0.1,29.07,-0.833711827342691,0.551578803271844
0.3,0.1,29.08,-0.83357701352622,0.551782280548678
0.3,0.1,29.09,-0.833442122067433,0.551985767031329
0.3,0.1,29.1,-0.833307152927372,0.552189262710681
0.3,0.1,29.11,-0.83317210606705,0.552392767577583
0.3,0.1,29.12,-0.833036981447447,0.552596281622844
0.3,0.1,29.13,-0.832901779029512,0.552799804837241
0.3,0.1,29.14,-0.832766498774161,0.553003337211514
0.3,0.1,29.15,-0.832631140642277,0.553206878736362
0.3,0.1,29.16,-0.83249570459471,0.553410429402452
0.3,0.1,29.17,-0.832360190592282,0.55361398920041
0.3,0.1,29.18,-0.832224598595775,0.553817558120829
0.3,0.1,29.19,-0.832088928565947,0.554021136154261
0.3,0.1,29.2,-0.831953180463513,0.554224723291222
0.3,0.1,29.21,-0.831817354249167,0.554428319522187
0.3,0.1,29.22,-0.831681449883562,0.554631924837598
0.3,0.1,29.23,-0.831545467327318,0.554835539227855
0.3,0.1,29.24,-0.831409406541028,0.555039162683319
0.3,0.1,29.25,-0.831273267485246,0.555242795194314
0.3,0.1,29.26,-0.831137050120494,0.555446436751125
0.3,0.1,29.27,-0.831000754407264,0.555650087343996
0.3,0.1,29.28,-0.830864380306011,0.555853746963133
0.3,0.1,29.29,-0.830727927777161,0.556057415598701
0.3,0.1,29.3,-0.830591396781099,0.556261093240829
0.3,0.1,29.31,-0.830454787278186,0.556464779879598
0.3,0.1,29.32,-0.830318099228742,0.556668475505055
0.3,0.1,29.33,-0.830181332593058,0.556872180107207
0.3,0.1,29.34,-0.830044487331388,0.557075893676015
0.3,0.1,29.35,-0.829907563403954,0.557279616201403
0.3,0.1,29.36,-0.829770560770945,0.557483347673252
0.3,0.1,29.37,-0.829633479392516,0.557687088081404
0.3,0.1,29.38,-0.829496319228782,0.557890837415657
0.3,0.1,29.39,-0.829359080239834,0.558094595665764
0.3,0.1,29.4,-0.829221762385721,0.558298362821444
0.3,0.1,29.41,-0.829084365626464,0.558502138872367
0.3,0.1,29.42,-0.828946889922044,0.558705923808161
0.3,0.1,29.43,-0.828809335232409,0.558909717618414
0.3,0.1,29.44,-0.828671701517477,0.559113520292667
0.3,0.1,29.45,-0.828533988737127,0.559317331820423
0.3,0.1,29.46,-0.828396196851205,0.559521152191139
0.3,0.1,29.47,-0.828258325819523,0.559724981394223
0.3,0.1,29.48,-0.828120375601855,0.559928819419048
0.3,0.1,29.49,-0.827982346157947,0.560132666254936
0.3,0.1,29.5,-0.827844237447503,0.560336521891168
0.3,0.1,29.51,-0.827706049430199,0.560540386316977
0.3,0.1,29.52,-0.827567782065669,0.560744259521558
0.3,0.1,29.53,-0.827429435313517,0.560948141494051
0.3,0.1,29.54,-0.827291009133311,0.561152032223558
0.3,0.1,29.55,-0.827152503484584,0.561355931699133
0.3,0.1,29.56,-0.827013918326831,0.561559839909783
0.3,0.1,29.57,-0.826875253619518,0.56176375684447
0.3,0.1,29.58,-0.826736509322068,0.561967682492111
0.3,0.1,29.59,-0.826597685393875,0.562171616841573
0.3,0.1,29.6,-0.826458781794295,0.562375559881677
0.3,0.1,29.61,-0.826319798482648,0.562579511601202
0.3,0.1,29.62,-0.82618073541822,0.562783471988871
0.3,0.1,29.63,-0.826041592560259,0.562987441033365
0.3,0.1,29.64,-0.825902369867981,0.563191418723318
0.3,0.1,29.65,-0.825763067300563,0.563395405047312
0.3,0.1,29.66,-0.825623684817149,0.563599399993884
0.3,0.1,29.67,-0.825484222376844,0.563803403551518
0.3,0.1,29.68,-0.82534467993872,0.564007415708656
0.3,0.1,29.69,-0.825205057461812,0.564211436453684
0.3,0.1,29.7,-0.825065354905117,0.564415465774945
0.3,0.1,29.71,-0.824925572227601,0.564619503660724
0.3,0.1,29.72,-0.824785709388189,0.564823550099267
0.3,0.1,29.73,-0.82464576634577,0.56502760507876
0.3,0.1,29.74,-0.824505743059202,0.565231668587344
0.3,0.1,29.75,-0.8243656394873,0.565435740613109
0.3,0.1,29.76,-0.824225455588847,0.565639821144095
0.3,0.1,29.77,-0.824085191322587,0.565843910168285
0.3,0.1,29.78,-0.82394484664723,0.566048007673619
0.3,0.1,29.79,-0.82380442152145,0.566252113647978
0.3,0.1,29.8,-0.823663915903879,0.566456228079198
0.3,0.1,29.81,-0.823523329753118,0.566660350955058
0.3,0.1,29.82,-0.823382663027728,0.566864482263283
0.3,0.1,29.83,-0.823241915686238,0.567068621991552
0.3,0.1,29.84,-0.823101087687135,0.567272770127485
0.3,0.1,29.85,-0.82296017898887,0.567476926658653
0.3,0.1,29.86,-0.822819189549859,0.567681091572572
0.3,0.1,29.87,-0.822678119328479,0.567885264856703
0.3,0.1,29.88,-0.822536968283073,0.568089446498454
0.3,0.1,29.89,-0.822395736371945,0.56829363648518
0.3,0.1,29.9,-0.82225442355336,0.568497834804181
0.3,0.1,29.91,-0.822113029785549,0.568702041442699
0.3,0.1,29.92,-0.821971555026706,0.568906256387926
0.3,0.1,29.93,-0.821829999234982,0.569110479626995
0.3,0.1,29.94,-0.8216883623685,0.569314711146988
0.3,0.1,29.95,-0.821546644385338,0.569518950934925
0.3,0.1,29.96,-0.82140484524354,0.569723198977773
0.3,0.1,29.97,-0.821262964901109,0.569927455262444
0.3,0.1,29.98,-0.821121003316017,0.57013171977579
0.3,0.1,29.99,-0.820978960446192,0.570335992504613
0.3,0.1,30,-0.820836836249527,0.570540273435648
0.4,0.1,26,-0.871109451516056,0.490464448401435
0.4,0.1,26.01,-0.870995905279027,0.490665814410294
0.4,0.1,26.02,-0.870882291043192,0.490867192260194
0.4,0.1,26.03,-0.870768608774341,0.491068581946545
0.4,0.1,26.04,-0.870654858438255,0.491269983464754
0.4,0.1,26.05,-0.870541040000705,0.491471396810227
0.4,0.1,26.06,-0.870427153427453,0.491672821978364
0.4,0.1,26.07,-0.870313198684249,0.491874258964566
0.4,0.1,26.08,-0.870199175736836,0.492075707764229
0.4,0.1,26.09,-0.870085084550945,0.492277168372748
0.4,0.1,26.1,-0.869970925092299,0.492478640785515
0.4,0.1,26.11,-0.869856697326608,0.492680124997918
0.4,0.1,26.12,-0.869742401219572,0.492881621005344
0.4,0.1,26.13,-0.869628036736886,0.493083128803177
0.4,0.1,26.14,-0.869513603844229,0.493284648386794
0.4,0.1,26.15,-0.869399102507271,0.493486179751578
0.4,0.1,26.16,-0.869284532691674,0.493687722892901
0.4,0.1,26.17,-0.869169894363086,0.493889277806135
0.4,0.1,26.18,-0.869055187487145,0.494090844486651
0.4,0.1,26.19,-0.868940412029484,0.494292422929814
0.4,0.1,26.2,-0.868825567955715,0.494494013130989
0.4,0.1,26.21,-0.86871065523145,0.494695615085533
0.4,0.1,26.22,-0.868595673822283,0.494897228788805
0.4,0.1,26.23,-0.8684806236938,0.495098854236161
0.4,0.1,26.24,-0.868365504811576,0.495300491422947
0.4,0.1,26.25,-0.868250317141174,0.495502140344517
0.4,0.1,26.26,-0.868135060648146,0.495703800996211
0.4,0.1,26.27,-0.868019735298035,0.495905473373371
0.4,0.1,26.28,-0.86790434105637,0.496107157471337
0.4,0.1,26.29,-0.86778887788867,0.496308853285441
0.4,0.1,26.3,-0.867673345760443,0.496510560811017
0.4,0.1,26.31,-0.867557744637184,0.49671228004339
0.4,0.1,26.32,-0.86744207448438,0.496914010977887
0.4,0.1,26.33,-0.867326335267502,0.497115753609829
0.4,0.1,26.34,-0.867210526952012,0.497317507934531
0.4,0.1,26.35,-0.867094649503362,0.497519273947309
0.4,0.1,26.36,-0.866978702886987,0.497721051643474
0.4,0.1,26.37,-0.866862687068316,0.49792284101833
0.4,0.1,26.38,-0.866746602012762,0.498124642067181
0.4,0.1,26.39,-0.866630447685728,0.498326454785327
0.4,0.1,26.4,-0.866514224052605,0.498528279168063
0.4,0.1,26.41,-0.866397931078772,0.49873011521068
0.4,0.1,26.42,-0.866281568729594,0.498931962908465
0.4,0.1,26.43,-0.866165136970426,0.499133822256703
0.4,0.1,26.44,-0.866048635766609,0.499335693250674
0.4,0.1,26.45,-0.865932065083473,0.499537575885653
0.4,0.1,26.46,-0.865815424886336,0.499739470156912
0.4,0.1,26.47,-0.865698715140502,0.499941376059718
0.4,0.1,26.48,-0.865581935811263,0.500143293589334
0.4,0.1,26.49,-0.865465086863897,0.500345222741021
0.4,0.1,26.5,-0.865348168263674,0.500547163510033
0.4,0.1,26.51,-0.865231179975844,0.50074911589162
0.4,0.1,26.52,-0.86511412196565,0.500951079881028
0.4,0.1,26.53,-0.864996994198321,0.5011530554735
0.4,0.1,26.54,-0.86487979663907,0.501355042664273
0.4,0.1,26.55,-0.864762529253102,0.50155704144858
0.4,0.1,26.56,-0.864645192005604,0.501759051821648
0.4,0.1,26.57,-0.86452778486175,0.501961073778702
0.4,0.1,26.58,-0.864410307786706,0.50216310731496
0.4,0.1,26.59,-0.86429276074562,0.502365152425639
0.4,0.1,26.6,-0.864175143703627,0.502567209105945
0.4,0.1,26.61,-0.86405745662585,0.502769277351084
0.4,0.1,26.62,-0.863939699477396,0.502971357156257
0.4,0.1,26.63,-0.863821872223362,0.503173448516657
0.4,0.1,26.64,-0.863703974828829,0.503375551427474
0.4,0.1,26.65,-0.863586007258863,0.503577665883893
0.4,0.1,26.66,-0.863467969478519,0.503779791881095
0.4,0.1,26.67,-0.863349861452836,0.503981929414252
0.4,0.1,26.68,-0.863231683146842,0.504184078478536
0.4,0.1,26.69,-0.863113434525544,0.504386239069109
0.4,0.1,26.7,-0.862995115553944,0.504588411181131
0.4,0.1,26.71,-0.862876726197023,0.504790594809752
0.4,0.1,26.72,-0.862758266419751,0.504992789950124
0.4,0.1,26.73,-0.862639736187081,0.505194996597386
0.4,0.1,26.74,-0.862521135463954,0.505397214746677
0.4,0.1,26.75,-0.862402464215298,0.505599444393126
